C;() C is the third letter of the English alphabet. It is from the Latin letter C, which in old Latin represented the sounds of k, and g (in go); its original value being the latter. In Anglo-Saxon words, or Old English before the Norman Conquest, it always has the sound of k. The Latin C was the same letter as the Greek /, /, and came from the Greek alphabet. The Greeks got it from the Ph/nicians. The English name of C is from the Latin name ce, and was derived, probably, through the French. Etymologically C is related to g, h, k, q, s (and other sibilant sounds). Examples of these relations are in L. acutus, E. acute, ague; E. acrid, eager, vinegar; L. cornu, E. horn; E. cat, kitten; E. coy, quiet; L. circare, OF. cerchier, E. search.
C;() The keynote of the normal or natural scale, which has neither flats nor sharps in its signature; also, the third note of the relative minor scale of the same.
C;() C after the clef is the mark of common time, in which each measure is a semibreve (four fourths or crotchets); for alla breve time it is written /.
Churchliness;(n.) Regard for the church.
Churchly;(a.) Pertaining to, or suitable for, the church; ecclesiastical.
Churchmen;(pl. ) of Churchman
Churchman;(n.) An ecclesiastic or clergyman.
Churchman;(n.) An Episcopalian, or a member of the Established Church of England.
Churchman;(n.) One was is attached to, or attends, church.
Churchmanly;(a.) Pertaining to, or becoming, a churchman.
Churchmanship;(n.) The state or quality of being a churchman
Churchmodes;() The modes or scales used in ancient church music. See Gregorian.
Churchship;(n.) State of being a church.
Churchwarden;(n.) One of the officers (usually two) in an Episcopal church, whose duties vary in different dioceses, but always include the provision of what is necessary for the communion service.
Churchwarden;(n.) A clay tobacco pipe, with a long tube.
Churchwardenship;(n.) The office of a churchwarden.
Churchy;(a.) Relating to a church
Churchyard;(n.) The ground adjoining a church, in which the dead are buried; a cemetery.
Churl;(n.) A rustic
Churl;(n.) A rough, surly, ill-bred man; a boor.
Churl;(n.) A selfish miser
Churl;(a.) Churlish
Churlish;(a.) Like a churl
Churlish;(a.) Wanting pliancy; unmanageable; unyielding; not easily wrought; as, a churlish soil; the churlish and intractable nature of some minerals.
Churlishly;(adv.) In a churlish manner.
Churlishness;(n.) Rudeness of manners or temper
Churly;(a.) Rude
Churme;(n.) Alt. of Chirm
Chirm;(n.) Clamor, or confused noise; buzzing.
Churn;(v. t.) A vessel in which milk or cream is stirred, beaten, or otherwise agitated (as by a plunging or revolving dasher) in order to separate the oily globules from the other parts, and obtain butter.
Churned;(imp. & p. p.) of Churn
Churning;(p. pr. & vb. n.) of Churn
Churn;(v. t.) To stir, beat, or agitate, as milk or cream in a churn, in order to make butter.
Churn;(v. t.) To shake or agitate with violence.
Churn;(v. i.) To perform the operation of churning.
Churning;(n.) The act of one who churns.
Churning;(n.) The quantity of butter made at one operation.
Churrus;(n.) A powerfully narcotic and intoxicating gum resin which exudes from the flower heads, seeds, etc., of Indian hemp.
Churrworm;(n.) An insect that turns about nimbly
Chuse;(v. t.) See Choose.
Chute;(n.) A framework, trough, or tube, upon or through which objects are made to slide from a higher to a lower level, or through which water passes to a wheel.
Chute;(n.) See Shoot.
Chutney;(n.) Alt. of Chutnee
Chutnee;(n.) A warm or spicy condiment or pickle made in India, compounded of various vegetable substances, sweets, acids, etc.
Chylaceous;(a.) Possessed of the properties of chyle
Chylaqueous;(a.) Consisting of chyle much diluted with water
Chyle;(n.) A milky fluid containing the fatty matter of the food in a state of emulsion, or fine mechanical division; formed from chyme by the action of the intestinal juices. It is absorbed by the lacteals, and conveyed into the blood by the thoracic duct.
Chylifaction;(n.) The act or process by which chyle is formed from food in animal bodies; chylification, -- a digestive process.
Chylifactive;(a.) Producing, or converting into, chyle; having the power to form chyle.
Chyliferous;(a.) Transmitting or conveying chyle; as, chyliferous vessels.
Chylific;(a.) Chylifactive.
Chylification;(n.) The formation of chyle. See Chylifaction.
Chylificatory;(a.) Chylifactive.
Chylify;(v. t. & i.) To make chyle of
Chylopoetic;(a.) Concerned in the formation of chyle; as, the chylopoetic organs.
Chylous;(a.) Consisting of, or similar to, chyle.
Chyluria;(n.) A morbid condition in which the urine contains chyle or fatty matter, giving it a milky appearance.
Chyme;(n.) The pulpy mass of semi-digested food in the small intestines just after its passage from the stomach. It is separated in the intestines into chyle and excrement. See Chyle.
Chymic;() Alt. of Chymistry
Chymist;() Alt. of Chymistry
Chymistry;() See Chemic, Chemist, Chemistry.
Chymiferous;(a.) Bearing or containing chyme.
Chymification;(n.) The conversion of food into chyme by the digestive action of gastric juice.
Chymify;(v. t.) To form into chyme.
Chymous;(a.) Of or pertaining to chyme.
Chyometer;(n.) An instrument for measuring liquids. It consists of a piston moving in a tube in which is contained the liquid, the quantity expelled being indicated by the graduation upon the piston rod.
Cibarious;(a.) Pertaining to food
Cibation;(n.) The act of taking food.
Cibation;(n.) The process or operation of feeding the contents of the crucible with fresh material.
Cibol;(n.) A perennial alliaceous plant (Allium fistulosum), sometimes called Welsh onion. Its fistular leaves areused in cookery.
Ciboria;(pl. ) of Ciborium
Ciborium;(n.) A canopy usually standing free and supported on four columns, covering the high altar, or, very rarely, a secondary altar.
Ciborium;(n.) The coffer or case in which the host is kept
Cicadas;(pl. ) of Cicada
Cicadae;(pl. ) of Cicada
Cicada;(n.) Any species of the genus Cicada. They are large hemipterous insects, with nearly transparent wings. The male makes a shrill sound by peculiar organs in the under side of the abdomen, consisting of a pair of stretched membranes, acted upon by powerful muscles. A noted American species (C. septendecim) is called the seventeen year locust. Another common species is the dogday cicada.
Cicala;(n.) A cicada. See Cicada.
Cicatrice;(n.) A cicatrix.
Cicatricial;(a.) Relating to, or having the character of, a cicatrix.
Cicatricle;(n.) The germinating point in the embryo of a seed
Cicatrisive;(a.) Tending to promote the formation of a cicatrix
Cicatrices;(pl. ) of Cicatrix
Cicatrix;(n.) The pellicle which forms over a wound or breach of continuity and completes the process of healing in the latter, and which subsequently contracts and becomes white, forming the scar.
Cicatrizant;(n.) A medicine or application that promotes the healing of a sore or wound, or the formation of a cicatrix.
Cicatrization;(n.) The process of forming a cicatrix, or the state of being cicatrized.
Cicatrized;(imp. & p. p.) of Cicatrize
Cicatrizing;(p. pr. & vb. n.) of Cicatrize
Cicatrize;(v. t.) To heal or induce the formation of a cicatrix in, as in wounded or ulcerated flesh.
Cicatrize;(v. i.) To heal
Cicatrose;(a.) Full of scars.
Cicely;(n.) Any one of several umbelliferous plants, of the genera Myrrhis, Osmorrhiza, etc.
Cicero;(n.) Pica type
Ciceroni;(pl. ) of Cicerone
Cicerones;(pl. ) of Cicerone
Cicerone;(n.) One who shows strangers the curiosities of a place
Ciceronian;(a.) Resembling Cicero in style or action
Ciceronianism;(n.) Imitation of, or resemblance to, the style or action Cicero; a Ciceronian phrase or expression.
Cichoraceous;(a.) Belonging to, or resembling, a suborder of composite plants of which the chicory (Cichorium) is the type.
Cich-pea;(n.) The chick-pea.
Cicisbeism;(n.) The state or conduct of a cicisbeo.
Cicisbei;(pl. ) of Cicisbeo
Cicisbeo;(n.) A professed admirer of a married woman
Cicisbeo;(n.) A knot of silk or ribbon attached to a fan, walking stick, etc.
Ciclatoun;(n.) A costly cloth, of uncertain material, used in the Middle Ages.
Cicurate;(v. t.) To tame.
Cicuration;(n.) The act of taming.
Cicuta;(n.) a genus of poisonous umbelliferous plants, of which the water hemlock or cowbane is best known.
Cicutoxin;(n.) The active principle of the water hemlock (Cicuta) extracted as a poisonous gummy substance.
Cid;(n.) Chief or commander; in Spanish literature, a title of Ruy Diaz, Count of Bivar, a champion of Christianity and of the old Spanish royalty, in the 11th century.
Cid;(n.) An epic poem, which celebrates the exploits of the Spanish national hero, Ruy Diaz.
Cider;(n.) The expressed juice of apples. It is used as a beverage, for making vinegar, and for other purposes.
Ciderist;(n.) A maker of cider.
Ciderkin;(n.) A kind of weak cider made by steeping the refuse pomace in water.
Ci-devant;(a.) Former; previous; of times gone by; as, a ci-devant governor.
Cierge;(n.) A wax candle used in religous rites.
Cigar;(n.) A small roll of tobacco, used for smoking.
Cigarette;(n.) A little cigar
Cilia;(n. pl.) The eyelashes.
Cilia;(n. pl.) Small, generally microscopic, vibrating appendages lining certain organs, as the air passages of the higher animals, and in the lower animals often covering also the whole or a part of the exterior. They are also found on some vegetable organisms. In the Infusoria, and many larval forms, they are locomotive organs.
Cilia;(n. pl.) Hairlike processes, commonly marginal and forming a fringe like the eyelash.
Cilia;(n. pl.) Small, vibratory, swimming organs, somewhat resembling true cilia, as those of Ctenophora.
Ciliary;(a.) Pertaining to the cilia, or eyelashes. Also applied to special parts of the eye itself; as, the ciliary processes of the choroid coat; the ciliary muscle, etc.
Ciliary;(a.) Pertaining to or connected with the cilia in animal or vegetable organisms; as, ciliary motion.
Ciliata;(n. pl.) One of the orders of Infusoria, characterized by having cilia. In some species the cilia cover the body generally, in others they form a band around the mouth.
Ciliate;(a.) Alt. of Ciliated
Ciliated;(a.) Provided with, or surrounded by, cilia; as, a ciliate leaf; endowed with vibratory motion; as, the ciliated epithelium of the windpipe.
Cilice;(n.) A kind of haircloth undergarment.
Cilician;(a.) Of or pertaining to Cilicia in Asia Minor.
Cilician;(n.) A native or inhabitant of Cilicia.
Cilicious;(a.) Made, or consisting, of hair.
Ciliform;(a.) Alt. of Ciliiform
Ciliiform;(a.) Having the form of cilia
Ciliograde;(a.) Moving by means of cilia, or cilialike organs; as, the ciliograde Medusae.
Cilium;(n.) See Cilia.
Cill;(n.) See Sill., n. a foundation.
Cillosis;(n.) A spasmodic trembling of the upper eyelid.
Cima;(n.) A kind of molding. See Cyma.
Cimar;(n.) See Simar.
Cimbal;(n.) A kind of confectionery or cake.
Cimbia;(n.) A fillet or band placed around the shaft of a column as if to strengthen it.
Cimbrian;(a.) Of or pertaining to the Cimbri.
Cimbrian;(n.) One of the Cimbri. See Cimbric.
Cimbric;(a.) Pertaining to the Cimbri, an ancient tribe inhabiting Northern Germany.
Cimbric;(n.) The language of the Cimbri.
Cimeliarch;(n.) A superintendent or keeper of a church's valuables
Cimeter;(n.) See Scimiter.
Cimices;(pl. ) of Cimex
Cimex;(n.) A genus of hemipterous insects of which the bedbug is the best known example. See Bedbug.
Cimia;(n.) See Cimbia.
Cimiss;(n.) The bedbug.
Cimmerian;(a.) Pertaining to the Cimmerii, a fabulous people, said to have lived, in very ancient times, in profound and perpetual darkness.
Cimmerian;(a.) Without any light
Cimolite;(n.) A soft, earthy, clayey mineral, of whitish or grayish color.
Cinch;(n.) A strong saddle girth, as of canvas.
Cinch;(n.) A tight grip.
Cinchona;(n.) A genus of trees growing naturally on the Andes in Peru and adjacent countries, but now cultivated in the East Indies, producing a medicinal bark of great value.
Cinchona;(n.) The bark of any species of Cinchona containing three per cent. or more of bitter febrifuge alkaloids
Cinchonaceous;(a.) Allied or pertaining to cinchona, or to the plants that produce it.
Cinchonic;(a.) Belonging to, or obtained from, cinchona.
Cinchonidine;(n.) One of the quinine group of alkaloids, found especially in red cinchona bark. It is a white crystalline substance, C19H22N2O, with a bitter taste and qualities similar to, but weaker than, quinine; -- sometimes called also cinchonidia.
Cinchonine;(n.) One of the quinine group of alkaloids isomeric with and resembling cinchonidine
Cinchonism;(n.) A condition produced by the excessive or long-continued use of quinine, and marked by deafness, roaring in the ears, vertigo, etc.
Cinchonize;(v. t.) To produce cinchonism in
Cincinnatiepoch;() An epoch at the close of the American lower Silurian system. The rocks are well developed near Cincinnati, Ohio. The group includes the Hudson River and Lorraine shales of New York.
Cincture;(n.) A belt, a girdle, or something worn round the body, -- as by an ecclesiastic for confining the alb.
Cincture;(n.) That which encompasses or incloses
Cincture;(n.) The fillet, listel, or band next to the apophyge at the extremity of the shaft of a column.
Cinctured;(n.) Having or wearing a cincture or girdle.
Cinder;(n.) Partly burned or vitrified coal, or other combustible, in which fire is extinct.
Cinder;(n.) A hot coal without flame
Cinder;(n.) A scale thrown off in forging metal.
Cinder;(n.) The slag of a furnace, or scoriaceous lava from a volcano.
Cindery;(a.) Resembling, or composed of, cinders; full of cinders.
Cinefaction;(n.) Cineration
Cinematic;(a.) Alt. of Cinematical
Cinematical;(a.) See Kinematic.
Cinematics;(n. sing.) See Kinematics.
Cineraceous;(a.) Like ashes
Cineraria;(n.) A Linnaean genus of free-flowering composite plants, mostly from South Africa. Several species are cultivated for ornament.
Cinerary;(a.) Pertaining to ashes
Cineration;(n.) The reducing of anything to ashes by combustion
Cinereous;(a.) Like ashes
Cinerescent;(a.) Somewhat cinereous
Cineritious;(a.) Like ashes; having the color of ashes, -- as the cortical substance of the brain.
Cinerulent;(a.) Full of ashes.
Cingalese;(n. sing. & pl.) A native or natives of Ceylon descended from its primitive inhabitants
Cingalese;(n. sing. & pl.) the language of the Cingalese.
Cingalese;(a.) Of or pertaining to the Cingalese.
Cingle;(n.) A girth.
Cingulum;(n.) A distinct girdle or band of color
Cingulum;(n.) The clitellus of earthworms.
Cingulum;(n.) The base of the crown of a tooth.
Cinnabar;(n.) Red sulphide of mercury, occurring in brilliant red crystals, and also in red or brown amorphous masses. It is used in medicine.
Cinnabar;(n.) The artificial red sulphide of mercury used as a pigment
Cinnabarine;(a.) Pertaining to, or resembling, cinnabar; consisting of cinnabar, or containing it; as, cinnabarine sand.
Cinnamene;(n.) Styrene (which was formerly called cinnamene because obtained from cinnamic acid). See Styrene.
Cinnamic;(a.) Pertaining to, or obtained from, cinnamon.
Cinnamomic;(a.) See Cinnamic.
Cinnamon;(n.) The inner bark of the shoots of Cinnamomum Zeylanicum, a tree growing in Ceylon. It is aromatic, of a moderately pungent taste, and is one of the best cordial, carminative, and restorative spices.
Cinnamon;(n.) Cassia.
Cinnamone;(n.) A yellow crystalline substance, (C6H5.C2H2)2CO, the ketone of cinnamic acid.
Cinnamyl;(n.) The hypothetical radical, (C6H5.C2H2)2C, of cinnamic compounds.
Cinnoline;(n.) A nitrogenous organic base, C8H6N2, analogous to quinoline, obtained from certain complex diazo compounds.
Cinque;(n.) Five
Cinquecento;(n. & a.) The sixteenth century, when applied to Italian art or literature; as, the sculpture of the Cinquecento; Cinquecento style.
Cinquefoil;(n.) The name of several different species of the genus Potentilla; -- also called five-finger, because of the resemblance of its leaves to the fingers of the hand.
Cinquefoil;(n.) An ornamental foliation having five points or cups, used in windows, panels, etc.
Cinque-pace;(n.) A lively dance (called also galliard), the steps of which were regulated by the number five.
CinquePorts;() Five English ports, to which peculiar privileges were anciently accorded; -- viz., Hastings, Romney, Hythe, Dover, and Sandwich; afterwards increased by the addition of Winchelsea, Rye, and some minor places.
Cinque-spotted;(a.) Five-spotted.
Cinter;(n.) See Center.
Cinura;(n. pl.) The group of Thysanura which includes Lepisma and allied forms; the bristletails. See Bristletail, and Lepisma.
Cion;(n.) See Scion.
Cipher;(n.) A character [0] which, standing by itself, expresses nothing, but when placed at the right hand of a whole number, increases its value tenfold.
Cipher;(n.) One who, or that which, has no weight or influence.
Cipher;(n.) A character in general, as a figure or letter.
Cipher;(n.) A combination or interweaving of letters, as the initials of a name; a device; a monogram; as, a painter's cipher, an engraver's cipher, etc. The cut represents the initials N. W.
Cipher;(n.) A private alphabet, system of characters, or other mode of writing, contrived for the safe transmission of secrets; also, a writing in such characters.
Cipher;(a.) Of the nature of a cipher
Ciphered;(imp. & p. p.) of Cipher
Ciphering;(p. pr. & vb. n.) of Cipher
Cipher;(v. i.) To use figures in a mathematical process
Cipher;(v. t.) To write in occult characters.
Cipher;(v. t.) To get by ciphering; as, to cipher out the answer.
Cipher;(v. t.) To decipher.
Cipher;(v. t.) To designate by characters.
Cipherer;(n.) One who ciphers.
Cipherhood;(n.) Nothingness.
Cipolin;(n.) A whitish marble, from Rome, containiing pale greenish zones. It consists of calcium carbonate, with zones and cloudings of talc.
Cippi;(pl. ) of Cippus
Cippus;(n.) A small, low pillar, square or round, commonly having an inscription, used by the ancients for various purposes, as for indicating the distances of places, for a landmark, for sepulchral inscriptions, etc.
Circ;(n.) An amphitheatrical circle for sports
Circar;(n.) A district, or part of a province. See Sircar.
Circassian;(a.) Of or pertaining to Circassia, in Asia.
Circassian;(n.) A native or inhabitant of Circassia.
Circean;(a.) Having the characteristics of Circe, daughter of Sol and Perseis, a mythological enchantress, who first charmed her victims and then changed them to the forms of beasts; pleasing, but noxious; as, a Circean draught.
Circensial;(a.) Alt. of Circensian
Circensian;(a.) Of or pertaining to, or held in, the Circus, In Rome.
Circinal;(a.) Circinate.
Circinate;(a.) Rolled together downward, the tip occupying the center; -- a term used in reference to foliation or leafing, as in ferns.
Circinate;(v. t.) To make a circle around
Circination;(n.) An orbicular motion.
Circination;(n.) A circle
Circle;(n.) A plane figure, bounded by a single curve line called its circumference, every part of which is equally distant from a point within it, called the center.
Circle;(n.) The line that bounds such a figure
Circle;(n.) An instrument of observation, the graduated limb of which consists of an entire circle.
Circle;(n.) A round body
Circle;(n.) Compass
Circle;(n.) A company assembled, or conceived to assemble, about a central point of interest, or bound by a common tie; a class or division of society; a coterie; a set.
Circle;(n.) A circular group of persons
Circle;(n.) A series ending where it begins, and repeating itself.
Circle;(n.) A form of argument in which two or more unproved statements are used to prove each other
Circle;(n.) Indirect form of words
Circle;(n.) A territorial division or district.
Circled;(imp. & p. p.) of Circle
Circling;(p. pr. & vb. n.) of Circle
Circle;(n.) To move around
Circle;(n.) To encompass, as by a circle; to surround; to inclose; to encircle.
Circle;(v. i.) To move circularly
Circled;(a.) Having the form of a circle
Circler;(n.) A mean or inferior poet, perhaps from his habit of wandering around as a stroller; an itinerant poet. Also, a name given to the cyclic poets. See under Cyclic, a.
Circlet;(n.) A little circle; esp., an ornament for the person, having the form of a circle; that which encircles, as a ring, a bracelet, or a headband.
Circlet;(n.) A round body
Circlet;(n.) A circular piece of wood put under a dish at table.
Circocele;(n.) See Cirsocele.
Circuit;(n.) The act of moving or revolving around, or as in a circle or orbit; a revolution; as, the periodical circuit of the earth round the sun.
Circuit;(n.) The circumference of, or distance round, any space; the measure of a line round an area.
Circuit;(n.) That which encircles anything, as a ring or crown.
Circuit;(n.) The space inclosed within a circle, or within limits.
Circuit;(n.) A regular or appointed journeying from place to place in the exercise of one's calling, as of a judge, or a preacher.
Circuit;(n.) A certain division of a state or country, established by law for a judge or judges to visit, for the administration of justice.
Circuit;(n.) A district in which an itinerant preacher labors.
Circuit;(n.) Circumlocution.
Circuit;(v. i.) To move in a circle
Circuit;(v. t.) To travel around.
Circuiteer;(n.) A circuiter.
Circuiter;(n.) One who travels a circuit, as a circuit judge.
Circuition;(n.) The act of going round
Circuitous;(a.) Going round in a circuit; roundabout; indirect; as, a circuitous road; a circuitous manner of accomplishing an end.
Circuity;(n.) A going round in a circle
Circulable;(a.) That may be circulated.
Circular;(a.) In the form of, or bounded by, a circle; round.
Circular;(a.) repeating itself; ending in itself; reverting to the point of beginning; hence, illogical; inconclusive; as, circular reasoning.
Circular;(a.) Adhering to a fixed circle of legends; cyclic; hence, mean; inferior. See Cyclic poets, under Cyclic.
Circular;(a.) Addressed to a circle, or to a number of persons having a common interest; circulated, or intended for circulation; as, a circular letter.
Circular;(a.) Perfect
Circular;(a.) A circular letter, or paper, usually printed, copies of which are addressed or given to various persons; as, a business circular.
Circular;(a.) A sleeveless cloak, cut in circular form.
Circularity;(n.) The quality or state of being circular
Circularly;(adv.) In a circular manner.
Circulary;(a.) Circular
Ciorculated;(imp. & p. p.) of Circulate
Circulating;(P. pr. & vb. n.) of Circulate
Circulate;(v. i.) To move in a circle or circuitously; to move round and return to the same point; as, the blood circulates in the body.
Circulate;(v. i.) To pass from place to place, from person to person, or from hand to hand; to be diffused; as, money circulates; a story circulates.
Circulate;(v. t.) To cause to pass from place to place, or from person to person; to spread; as, to circulate a report; to circulate bills of credit.
Circulation;(n.) The act of moving in a circle, or in a course which brings the moving body to the place where its motion began.
Circulation;(n.) The act of passing from place to place or person to person
Circulation;(n.) Currency; circulating coin; notes, bills, etc., current for coin.
Circulation;(n.) The extent to which anything circulates or is circulated; the measure of diffusion; as, the circulation of a newspaper.
Circulation;(n.) The movement of the blood in the blood-vascular system, by which it is brought into close relations with almost every living elementary constituent. Also, the movement of the sap in the vessels and tissues of plants.
Circulative;(a.) Promoting circulation
Circulator;(n.) One who, or that which, circulates.
Circulatorious;(a.) Travelling from house to house or from town to town
Circulatory;(a.) Circular; as, a circulatory letter.
Circulatory;(a.) Circulating, or going round.
Circulatory;(a.) Subserving the purposes of circulation; as, circulatory organs; of or pertaining to the organs of circulation; as, circulatory diseases.
Circulatory;(n.) A chemical vessel consisting of two portions unequally exposed to the heat of the fire, and with connecting pipes or passages, through which the fluid rises from the overheated portion, and descends from the relatively colder, maintaining a circulation.
Circulet;(n.) A circlet.
Circuline;(a.) Proceeding in a circle
Circum-;() A Latin preposition, used as a prefix in many English words, and signifying around or about.
Circumagitate;(v. t.) To agitate on all sides.
Circumambage;(n.) A roundabout or indirect course
Circumambiency;(n.) The act of surrounding or encompassing.
Circumambient;(a.) Surrounding
Circumambulate;(v. t.) To walk round about.
Circumbendibus;(n.) A roundabout or indirect way.
Circumcenter;(n.) The center of a circle that circumscribes a triangle.
Circumcised;(imp. & p. p.) of Circumcise
Circumcising;(p. pr. & vb. n.) of Circumcise
Circumcise;(v. t.) To cut off the prepuce of foreskin of, in the case of males, and the internal labia of, in the case of females.
Circumcise;(v. t.) To purify spiritually.
Circumciser;(n.) One who performs circumcision.
Circumcision;(n.) The act of cutting off the prepuce or foreskin of males, or the internal labia of females.
Circumcision;(n.) The Jews, as a circumcised people.
Circumcision;(n.) Rejection of the sins of the flesh; spiritual purification, and acceptance of the Christian faith.
Circumclusion;(n.) Act of inclosing on all sides.
Circumcursation;(n.) The act of running about; also, rambling language.
Circumdenudation;(n.) Denudation around or in the neighborhood of an object.
Circumduce;(v. t.) To declare elapsed, as the time allowed for introducing evidence.
Circumduct;(v. t.) To lead about
Circumduct;(v. t.) To contravene; to nullify; as, to circumduct acts of judicature.
Circumduction;(n.) A leading about
Circumduction;(n.) An annulling
Circumduction;(n.) The rotation of a limb round an imaginary axis, so as to describe a concial surface.
Circumesophagal;(a.) Surrounding the esophagus
Circumesophageal;(a.) Circumesophagal.
Circumfer;(v. t.) To bear or carry round.
Circumference;(n.) The line that goes round or encompasses a circular figure
Circumference;(n.) A circle
Circumference;(n.) The external surface of a sphere, or of any orbicular body.
Circumference;(v. t.) To include in a circular space
Circumferential;(a.) Pertaining to the circumference
Circumferentially;(adv.) So as to surround or encircle.
Circumferentor;(n.) A surveying instrument, for taking horizontal angles and bearings; a surveyor's compass. It consists of a compass whose needle plays over a circle graduated to 360¡, and of a horizontal brass bar at the ends of which are standards with narrow slits for sighting, supported on a tripod by a ball and socket joint.
Circumferentor;(n.) A graduated wheel for measuring tires
Circumflant;(a.) Blowing around.
Circumflected;(imp. & p. p.) of Circumflect
Circumflecting;(p. pr. & vb. n.) of Circumflect
Circumflect;(v. t.) To bend around.
Circumflect;(v. t.) To mark with the circumflex accent, as a vowel.
Circumflection;(n.) See Circumflexion.
Circumflex;(n.) A wave of the voice embracing both a rise and fall or a fall and a rise on the same a syllable.
Circumflex;(n.) A character, or accent, denoting in Greek a rise and of the voice on the same long syllable, marked thus [~ or /]; and in Latin and some other languages, denoting a long and contracted syllable, marked [/ or ^]. See Accent, n., 2.
Circumflexed;(imp. & p. p.) of Circumflex
Circumflexing;(p. pr. & vb. n.) of Circumflex
Circumflex;(v. t.) To mark or pronounce with a circumflex.
Circumflex;(a.) Moving or turning round
Circumflex;(a.) Curved circularly; -- applied to several arteries of the hip and thigh, to arteries, veins, and a nerve of the shoulder, and to other parts.
Circumflexion;(n.) The act of bending, or causing to assume a curved form.
Circumflexion;(n.) A winding about
Circumfluence;(n.) A flowing round on all sides
Circumfluent;(a.) Alt. of Circumfluous
Circumfluous;(a.) Flowing round
Circumforanean;(a.) Alt. of Circumforaneous
Circumforaneous;(a.) Going about or abroad
Circumfulgent;(a.) Shining around or about.
Circumfuse;(v. t.) To pour round
Circumfusile;(a.) Capable of being poured or spread round.
Circumfusion;(n.) The act of pouring or spreading round
Circumgestation;(n.) The act or process of carrying about.
Circumgyrate;(v. t. & i.) To roll or turn round
Circumgyration;(n.) The act of turning, rolling, or whirling round.
Circumgyratory;(a.) Moving in a circle
Circumgyre;(v. i.) To circumgyrate.
Circumincession;(n.) The reciprocal existence in each other of the three persons of the Trinity.
Circumjacence;(n.) Condition of being circumjacent, or of bordering on every side.
Circumjacent;(a.) Lying round
Circumjovial;(n.) One of the moons or satellites of the planet Jupiter.
Circumlittoral;(a.) Adjointing the shore.
Circumlocution;(n.) The use of many words to express an idea that might be expressed by few
Circumlocutional;(a.) Relating to, or consisting of, circumlocutions; periphrastic; circuitous.
Circumlocutory;(a.) Characterised by circumlocution
Circummeridian;(a.) About, or near, the meridian.
Circummure;(v. t.) To encompass with a wall.
Circumnavigable;(a.) Capable of being sailed round.
Circumnavigated;(imp. & p. p.) of Circumnavigate
Circumnavigating;(p. pr. & vb. n.) of Circumnavigate
Circumnavigate;(v. t.) To sail completely round.
Circumnavigation;(n.) The act of circumnavigating, or sailing round.
Circumnavigator;(n.) One who sails round.
Circumnutate;(v. i.) To pass through the stages of circumnutation.
Circumnutation;(n.) The successive bowing or bending in different directions of the growing tip of the stems of many plants, especially seen in climbing plants.
Circumpolar;(a.) About the pole; -- applied to stars that revolve around the pole without setting; as, circumpolar stars.
Circumposition;(n.) The act of placing in a circle, or round about, or the state of being so placed.
Circumrotary;(a.) Alt. of Circumrotatory
Circumrotatory;(a.) turning, rolling, or whirling round.
Circumrotate;(v. t. & i.) To rotate about.
Circumrotation;(n.) The act of rolling or revolving round, as a wheel; circumvolution; the state of being whirled round.
Circumscissile;(a.) Dehiscing or opening by a transverse fissure extending around (a capsule or pod). See Illust. of Pyxidium.
Circumscribable;(a.) Capable of being circumscribed.
Circumscribed;(imp. & p. p.) of Circumscribe
Circumscribing;(p. pr. & vb. n.) of Circumscribe
Circumscribe;(v. t.) to write or engrave around.
Circumscribe;(v. t.) To inclose within a certain limit
Circumscribe;(v. t.) To draw a line around so as to touch at certain points without cutting. See Inscribe, 5.
Circumscriber;(n.) One who, or that which, circumscribes.
Circumscriptible;(a.) Capable of being circumscribed or limited by bounds.
Circumscription;(n.) An inscription written around anything.
Circumscription;(n.) The exterior line which determines the form or magnitude of a body
Circumscription;(n.) The act of limiting, or the state of being limited, by conditions or restraints; bound; confinement; limit.
Circumscriptive;(a.) Circumscribing or tending to circumscribe
Circumscriptively;(adv.) In a limited manner.
Circumscriptly;(adv.) In a literal, limited, or narrow manner.
Circumspect;(a.) Attentive to all the circumstances of a case or the probable consequences of an action
Circumspection;(n.) Attention to all the facts and circumstances of a case
Circumspective;(a.) Looking around every way
Circumspectively;(adv.) Circumspectly.
Circumspectly;(adv.) In a circumspect manner
Circumspectness;(n.) Vigilance in guarding against evil from every quarter
Circumstance;(n.) That which attends, or relates to, or in some way affects, a fact or event; an attendant thing or state of things.
Circumstance;(n.) An event
Circumstance;(n.) Circumlocution
Circumstance;(n.) Condition in regard to worldly estate
Circumstance;(v. t.) To place in a particular situation
Circumstanced;(p. a.) Placed in a particular position or condition
Circumstanced;(p. a.) Governed by events or circumstances.
Circumstant;(a.) Standing or placed around
Circumstantiable;(a.) Capable of being circumstantiated.
Circumstantial;(a.) Consisting in, or pertaining to, circumstances or particular incidents.
Circumstantial;(a.) Incidental; relating to, but not essential.
Circumstantial;(a.) Abounding with circumstances
Circumstantial;(n.) Something incidental to the main subject, but of less importance; opposed to an essential; -- generally in the plural; as, the circumstantials of religion.
Circumstantiality;(n.) The state, characteristic, or quality of being circumstantial; particularity or minuteness of detail.
Circumstantially;(adv.) In respect to circumstances
Circumstantially;(adv.) In every circumstance or particular
Circumstantiated;(imp. & p. p.) of Circumstantiate
Circumstantiating;(p. pr. & vb. n.) of Circumstantiate
Circumstantiate;(v. t.) To place in particular circumstances
Circumstantiate;(v. t.) To prove or confirm by circumstances
Circumterraneous;(a.) Being or dwelling around the earth.
Circumundulate;(v. t.) To flow round, as waves.
